pdf_name,page,code,keyword,context,position,validated,relevant,notes
PH Tirol.pdf,35,Code 2.4: Abbau von Benachteiligung & Diskriminierung,Diskriminierung,"AP SWS Semester ☒ ja ☐ nein ☐ ja ☒ nein ☐ ja ☒ nein 5,00  2 1 Sprache Deutsch Zugangsvoraussetzungen Keine Bildungsinhalte ü Theorien und Befunde zu Ungleichheit, Diversität und Stereotypen ü Ansätze diskriminierungskritischer und vorurteilsbewusster Pädagogik sowie differenz- und geschlechtersensibler Pädagogik ü Soziologische Theorien zu Familienkonstellationen, -kulturen und Familienwelten ü Formen und Dimens",525,False,,
PH Tirol.pdf,35,Code 2.4: Abbau von Benachteiligung & Diskriminierung,diskriminierungskritisch,"AP SWS Semester ☒ ja ☐ nein ☐ ja ☒ nein ☐ ja ☒ nein 5,00  2 1 Sprache Deutsch Zugangsvoraussetzungen Keine Bildungsinhalte ü Theorien und Befunde zu Ungleichheit, Diversität und Stereotypen ü Ansätze diskriminierungskritischer und vorurteilsbewusster Pädagogik sowie differenz- und geschlechtersensibler Pädagogik ü Soziologische Theorien zu Familienkonstellationen, -kulturen und Familienwelten ü Formen und Dimensionen von",525,False,,
PH Tirol.pdf,35,Code 2.4: Abbau von Benachteiligung & Diskriminierung,vorurteilsbewusst,"a ☒ nein ☐ ja ☒ nein 5,00  2 1 Sprache Deutsch Zugangsvoraussetzungen Keine Bildungsinhalte ü Theorien und Befunde zu Ungleichheit, Diversität und Stereotypen ü Ansätze diskriminierungskritischer und vorurteilsbewusster Pädagogik sowie differenz- und geschlechtersensibler Pädagogik ü Soziologische Theorien zu Familienkonstellationen, -kulturen und Familienwelten ü Formen und Dimensionen von Diversität und ethische",556,False,,
PH Tirol.pdf,35,Code 2.4: Abbau von Benachteiligung & Diskriminierung,Stereotype,"tmodul Wahlmodul ECTS-AP SWS Semester ☒ ja ☐ nein ☐ ja ☒ nein ☐ ja ☒ nein 5,00  2 1 Sprache Deutsch Zugangsvoraussetzungen Keine Bildungsinhalte ü Theorien und Befunde zu Ungleichheit, Diversität und Stereotypen ü Ansätze diskriminierungskritischer und vorurteilsbewusster Pädagogik sowie differenz- und geschlechtersensibler Pädagogik ü Soziologische Theorien zu Familienkonstellationen, -kulturen und Familie",503,False,,
PH Tirol.pdf,35,Code 2.4: Abbau von Benachteiligung & Diskriminierung,Zugang,"urzzeichen Modultitel EPD01 Diversität im pädagogischen Alltag Kategorie:    Pflichtmodul Wahlpflichtmodul Wahlmodul ECTS-AP SWS Semester ☒ ja ☐ nein ☐ ja ☒ nein ☐ ja ☒ nein 5,00  2 1 Sprache Deutsch Zugangsvoraussetzungen Keine Bildungsinhalte ü Theorien und Befunde zu Ungleichheit, Diversität und Stereotypen ü Ansätze diskriminierungskritischer und vorurteilsbewusster Pädagogik sowie differenz- und ge",403,False,,
PH Tirol.pdf,35,Code 2.7: Professionelle Haltung & Ethik,Haltung,"handeln. ü reflektieren ihren eigenen Umgang mit Dimensionen wie Kultur, Nation, Religion, Behinderung, Begabung, sexuelle Orientierung, Geschlecht etc. und sind in der Lage, eine diversitätsbewusste Haltung einzunehmen. ü kennen die Grundlagen für einen professionellen, pädagogischen Umgang mit Differenzen, bei dem Stärken- und Ressourcenorientierung im Vordergrund stehen. ü  können in einer heterogenen",1564,False,,
PH Tirol.pdf,35,Code 2.7: Professionelle Haltung & Ethik,Haltung,"en und Gemeinsamkeit, Partizipation sowie Zugehörigkeit fördern. ü setzen sich kritisch mit der eigenen Biografie, mit dem Begriff des Fremden und des Eigenen auseinander und reflektieren ihre eigene Haltung und Sprache sowie die eigenen Handlungen. ü sind in der Lage, ein multiprofessionelles heterogenes Team kompetent und diversitätsbewusst zu leiten. ü setzen ein eigens konzipiertes Konzept zum Thema",2000,False,,
PH Tirol.pdf,35,Code 2.7: Professionelle Haltung & Ethik,ethisch,"sbewusster Pädagogik sowie differenz- und geschlechtersensibler Pädagogik ü Soziologische Theorien zu Familienkonstellationen, -kulturen und Familienwelten ü Formen und Dimensionen von Diversität und ethischen Fragen ü Eigene Biografie hinsichtlich Diversität ü Professioneller, pädagogischer Umgang mit Diversität sowie aktuelle Herausforderungen in Bildung, Erziehung und Betreuung Lernergebnisse/Kompeten",765,False,,
PH Tirol.pdf,36,Code 2.1: Diversität & Heterogenität,kulturell,"ng der Wahrnehmung, Sprach- und Persönlichkeitsentwicklung ü Theorien zu Bildung und Entwicklung im sozialen, emotionalen und sensorischen Bereich durch Musik und Bewegung ü Musik, Spiel und Tanz als kulturelle Bausteine ü Bewegungseinheiten und Bewegungslandschaften Lernergebnisse/Kompetenzen Die Studierenden dieses Moduls … ü erkennen, dass musikalisch-rhythmische Erziehung ein spielerisches Agieren und",985,False,,
PH Tirol.pdf,36,Code 2.4: Abbau von Benachteiligung & Diskriminierung,Zugang,"g Version: 1.0 Kurzzeichen Modultitel EPD02 Musik und Bewegung Kategorie:    Pflichtmodul Wahlpflichtmodul Wahlmodul ECTS-AP SWS Semester ☒ ja ☐ nein ☐ ja ☒ nein ☐ ja ☒ nein 5,00  3 1 Sprache Deutsch Zugangsvoraussetzungen Keine Bildungsinhalte ü Grundlagen elementarpädagogischer Musikerziehung: sensomotorische Umsetzung von Elementen wie Melodie, Rhythmus, Formverlauf, Dynamik und Ausdruck von Musik in",388,False,,
PH Tirol.pdf,37,Code 2.1: Diversität & Heterogenität,kulturell,"dungsinhalte ü Methoden zur Stärkung der personalen Kompetenzen und zur Wahrnehmung eigener Ressourcen für professionelles pädagogisches Handeln, Selbstmanagement ü Menschenbildtheorien im historisch-kulturellen und interdisziplinären Vergleich ü Ressourcenorientiertes Selbstverständnis von Pädagog*innen ü Personenspezifische Herausforderungen im pädagogischen Kontext und Möglichkeiten der Selbstregulation",634,False,,
PH Tirol.pdf,37,Code 2.2: Inklusion & Partizipation,inklusiv,"und interdisziplinären Vergleich ü Ressourcenorientiertes Selbstverständnis von Pädagog*innen ü Personenspezifische Herausforderungen im pädagogischen Kontext und Möglichkeiten der Selbstregulation ü Inklusives pädagogisches Arbeiten mit Biografien und Lebensläufen ü Modelle und Theorien zu Wertebildung, Wertebewusstsein und ethischem Lernen Lernergebnisse/Kompetenzen Die Studierenden dieses Moduls … ü st",846,False,,
PH Tirol.pdf,37,Code 2.3: Individuelle Förderung & Differenzierung,ressourcenorientiert,"alen Kompetenzen und zur Wahrnehmung eigener Ressourcen für professionelles pädagogisches Handeln, Selbstmanagement ü Menschenbildtheorien im historisch-kulturellen und interdisziplinären Vergleich ü Ressourcenorientiertes Selbstverständnis von Pädagog*innen ü Personenspezifische Herausforderungen im pädagogischen Kontext und Möglichkeiten der Selbstregulation ü Inklusives pädagogisches Arbeiten mit Biografien und Le",681,False,,
PH Tirol.pdf,37,Code 2.4: Abbau von Benachteiligung & Diskriminierung,Zugang,"Kurzzeichen Modultitel PL01 Persönlichkeits- und Wertebildung Kategorie:    Pflichtmodul Wahlpflichtmodul Wahlmodul ECTS-AP SWS Semester ☒ ja ☐ nein ☐ ja ☒ nein ☐ ja ☒ nein 5,00  3 1 Sprache Deutsch Zugangsvoraussetzungen Keine Bildungsinhalte ü Methoden zur Stärkung der personalen Kompetenzen und zur Wahrnehmung eigener Ressourcen für professionelles pädagogisches Handeln, Selbstmanagement ü Menschenb",402,False,,
PH Tirol.pdf,37,Code 2.4: Abbau von Benachteiligung & Diskriminierung,Zugang,ihre Stärken und Schwächen und setzen sich selbstreflexiv mit der eigenen Sicht auf Schwierigkeiten und Herausforderungen pädagogischen Handelns auseinander. ü erkennen die Bedeutung eines reflexiven Zugangs zur persönlichen Bildungsbiografie und zur subjektiven Wahrnehmung für ihre Professionalisierung. ü sind sich der eigenen Wertehaltung bewusst und wissen um den Einfluss ihrer Vorbildwirkung. Lehr-,1583,False,,
PH Tirol.pdf,37,Code 2.7: Professionelle Haltung & Ethik,Werte,"ik – Frühe Bildung   
  PHT – PHV – KPH Edith Stein 29.06.2021  36   Modulbeschreibung Bachelorstudium Elementarpädagogik – Frühe Bildung Version: 1.0 Kurzzeichen Modultitel PL01 Persönlichkeits- und Wertebildung Kategorie:    Pflichtmodul Wahlpflichtmodul Wahlmodul ECTS-AP SWS Semester ☒ ja ☐ nein ☐ ja ☒ nein ☐ ja ☒ nein 5,00  3 1 Sprache Deutsch Zugangsvoraussetzungen Keine Bildungsinhalte ü Methoden",252,False,,
PH Tirol.pdf,37,Code 2.7: Professionelle Haltung & Ethik,Werte,"n ü Personenspezifische Herausforderungen im pädagogischen Kontext und Möglichkeiten der Selbstregulation ü Inklusives pädagogisches Arbeiten mit Biografien und Lebensläufen ü Modelle und Theorien zu Wertebildung, Wertebewusstsein und ethischem Lernen Lernergebnisse/Kompetenzen Die Studierenden dieses Moduls … ü stellen sinnstiftende und philosophische Fragen zur Unterstützung der autonomen Bewertungs-",938,False,,
PH Tirol.pdf,37,Code 2.7: Professionelle Haltung & Ethik,Werte,"ezifische Herausforderungen im pädagogischen Kontext und Möglichkeiten der Selbstregulation ü Inklusives pädagogisches Arbeiten mit Biografien und Lebensläufen ü Modelle und Theorien zu Wertebildung, Wertebewusstsein und ethischem Lernen Lernergebnisse/Kompetenzen Die Studierenden dieses Moduls … ü stellen sinnstiftende und philosophische Fragen zur Unterstützung der autonomen Bewertungs- und Urteilsfä",952,False,,
PH Tirol.pdf,37,Code 2.7: Professionelle Haltung & Ethik,Werte,"schen Handelns auseinander. ü erkennen die Bedeutung eines reflexiven Zugangs zur persönlichen Bildungsbiografie und zur subjektiven Wahrnehmung für ihre Professionalisierung. ü sind sich der eigenen Wertehaltung bewusst und wissen um den Einfluss ihrer Vorbildwirkung. Lehr- und Lernmethoden Vortrag, seminaristisches und/oder interaktives Arbeiten, personalisiertes Lernen sowie Blended Learning (Fernst",1713,False,,
PH Tirol.pdf,37,Code 2.7: Professionelle Haltung & Ethik,Werte,rungen über PH-Online (LV-Profil) zu Beginn des jeweiligen Semesters bekanntgegeben. LV-Nummer (dzt nichts anführen) LV-Titel Typ LV-B SWS ECTS-AP  Persönlichkeit stärken SE i 1 2  Haltung zeigen und Werte leben (STEOP) SE i 2 3,2227,False,,
PH Tirol.pdf,37,Code 2.7: Professionelle Haltung & Ethik,Wertebildung,"ik – Frühe Bildung   
  PHT – PHV – KPH Edith Stein 29.06.2021  36   Modulbeschreibung Bachelorstudium Elementarpädagogik – Frühe Bildung Version: 1.0 Kurzzeichen Modultitel PL01 Persönlichkeits- und Wertebildung Kategorie:    Pflichtmodul Wahlpflichtmodul Wahlmodul ECTS-AP SWS Semester ☒ ja ☐ nein ☐ ja ☒ nein ☐ ja ☒ nein 5,00  3 1 Sprache Deutsch Zugangsvoraussetzungen Keine Bildungsinhalte ü Methoden zur St",252,False,,
PH Tirol.pdf,37,Code 2.7: Professionelle Haltung & Ethik,Wertebildung,"n ü Personenspezifische Herausforderungen im pädagogischen Kontext und Möglichkeiten der Selbstregulation ü Inklusives pädagogisches Arbeiten mit Biografien und Lebensläufen ü Modelle und Theorien zu Wertebildung, Wertebewusstsein und ethischem Lernen Lernergebnisse/Kompetenzen Die Studierenden dieses Moduls … ü stellen sinnstiftende und philosophische Fragen zur Unterstützung der autonomen Bewertungs- und Ur",938,False,,
PH Tirol.pdf,37,Code 2.7: Professionelle Haltung & Ethik,Haltung,"ur Unterstützung der autonomen Bewertungs- und Urteilsfähigkeit. ü reflektieren die Bedeutung des jeweiligen Menschenbildes für das pädagogische Handeln. ü charakterisieren selbstreflexiv ihre eigene Haltung zur Welt und zum Leben, zu den Kindern und zu sich selbst. ü reflektieren ihre Stärken und Schwächen und setzen sich selbstreflexiv mit der eigenen Sicht auf Schwierigkeiten und Herausforderungen päd",1301,False,,
PH Tirol.pdf,37,Code 2.7: Professionelle Haltung & Ethik,Haltung,"Handelns auseinander. ü erkennen die Bedeutung eines reflexiven Zugangs zur persönlichen Bildungsbiografie und zur subjektiven Wahrnehmung für ihre Professionalisierung. ü sind sich der eigenen Wertehaltung bewusst und wissen um den Einfluss ihrer Vorbildwirkung. Lehr- und Lernmethoden Vortrag, seminaristisches und/oder interaktives Arbeiten, personalisiertes Lernen sowie Blended Learning (Fernstudienan",1718,False,,
PH Tirol.pdf,37,Code 2.7: Professionelle Haltung & Ethik,Haltung,in den Modulanforderungen über PH-Online (LV-Profil) zu Beginn des jeweiligen Semesters bekanntgegeben. LV-Nummer (dzt nichts anführen) LV-Titel Typ LV-B SWS ECTS-AP  Persönlichkeit stärken SE i 1 2  Haltung zeigen und Werte leben (STEOP) SE i 2 3,2208,False,,
PH Tirol.pdf,37,Code 2.7: Professionelle Haltung & Ethik,ethisch,"rungen im pädagogischen Kontext und Möglichkeiten der Selbstregulation ü Inklusives pädagogisches Arbeiten mit Biografien und Lebensläufen ü Modelle und Theorien zu Wertebildung, Wertebewusstsein und ethischem Lernen Lernergebnisse/Kompetenzen Die Studierenden dieses Moduls … ü stellen sinnstiftende und philosophische Fragen zur Unterstützung der autonomen Bewertungs- und Urteilsfähigkeit. ü reflektieren",973,False,,
PH Tirol.pdf,37,Code 2.7: Professionelle Haltung & Ethik,Menschenbild,"ch Zugangsvoraussetzungen Keine Bildungsinhalte ü Methoden zur Stärkung der personalen Kompetenzen und zur Wahrnehmung eigener Ressourcen für professionelles pädagogisches Handeln, Selbstmanagement ü Menschenbildtheorien im historisch-kulturellen und interdisziplinären Vergleich ü Ressourcenorientiertes Selbstverständnis von Pädagog*innen ü Personenspezifische Herausforderungen im pädagogischen Kontext und Mö",599,False,,
PH Tirol.pdf,37,Code 2.7: Professionelle Haltung & Ethik,Menschenbild,"tenzen Die Studierenden dieses Moduls … ü stellen sinnstiftende und philosophische Fragen zur Unterstützung der autonomen Bewertungs- und Urteilsfähigkeit. ü reflektieren die Bedeutung des jeweiligen Menschenbildes für das pädagogische Handeln. ü charakterisieren selbstreflexiv ihre eigene Haltung zur Welt und zum Leben, zu den Kindern und zu sich selbst. ü reflektieren ihre Stärken und Schwächen und setzen s",1210,False,,
PH Tirol.pdf,37,Code 2.7: Professionelle Haltung & Ethik,Vorbildwirkung,"ines reflexiven Zugangs zur persönlichen Bildungsbiografie und zur subjektiven Wahrnehmung für ihre Professionalisierung. ü sind sich der eigenen Wertehaltung bewusst und wissen um den Einfluss ihrer Vorbildwirkung. Lehr- und Lernmethoden Vortrag, seminaristisches und/oder interaktives Arbeiten, personalisiertes Lernen sowie Blended Learning (Fernstudienanteil) Leistungsnachweise:  z.B. Lehrveranstaltungsprüfun",1767,False,,
PH Tirol.pdf,38,Code 2.1: Diversität & Heterogenität,Vielfalt,"Frühe Bildung   
  PHT – PHV – KPH Edith Stein 29.06.2021  37    Modulbeschreibung Bachelorstudium Elementarpädagogik – Frühe Bildung Version: 1.0 Kurzzeichen Modultitel PPS01 PPS 1: Heterogenität – Vielfalt als Chance Kategorie:    Pflichtmodul Wahlpflichtmodul Wahlmodul ECTS-AP SWS Semester ☒ ja ☐ nein ☐ ja ☒ nein ☐ ja ☒ nein 5,00  2 1 Sprache Deutsch Zugangsvoraussetzungen Keine Bildungsinhalte ü Hosp",256,False,,
PH Tirol.pdf,38,Code 2.1: Diversität & Heterogenität,Vielfalt,"fessionellen Lerngemeinschaften ü Möglichkeiten barrierefreier Partizipation an Lehr- und Lernprozessen Lernergebnisse/Kompetenzen Die Studierenden dieses Moduls … ü erkennen das Berufsfeld in seiner Vielfalt. ü planen, gestalten, dokumentieren und reflektieren Bildungsprozesse in inklusiven Kontexten. ü nutzen den Bundesländerübergreifenden BildungsRahmenPlan und seine aufbauenden Anteile als Grundlage f",1198,False,,
PH Tirol.pdf,38,Code 2.1: Diversität & Heterogenität,Heterogenität,"entarpädagogik – Frühe Bildung   
  PHT – PHV – KPH Edith Stein 29.06.2021  37    Modulbeschreibung Bachelorstudium Elementarpädagogik – Frühe Bildung Version: 1.0 Kurzzeichen Modultitel PPS01 PPS 1: Heterogenität – Vielfalt als Chance Kategorie:    Pflichtmodul Wahlpflichtmodul Wahlmodul ECTS-AP SWS Semester ☒ ja ☐ nein ☐ ja ☒ nein ☐ ja ☒ nein 5,00  2 1 Sprache Deutsch Zugangsvoraussetzungen Keine Bildungsinh",240,False,,
PH Tirol.pdf,38,Code 2.1: Diversität & Heterogenität,Heterogenität,"ildungs- und Arbeitsdokumente als Planungsgrundlage ü Einbeziehung der individuellen, sozialen und strukturellen Unterschiede und Gemeinsamkeiten im Planungskontext von Bildungsprozessen ü Nutzen der Heterogenität des Teams im Rahmen von professionellen Lerngemeinschaften ü Möglichkeiten barrierefreier Partizipation an Lehr- und Lernprozessen Lernergebnisse/Kompetenzen Die Studierenden dieses Moduls … ü erkenn",957,False,,
PH Tirol.pdf,38,Code 2.1: Diversität & Heterogenität,Heterogenität,rundlage für pädagogische Planungen und Reflexionen. ü kennen den Religionspädagogischen BildungsRahmenPlan und implementieren Aspekte in die pädagogische Arbeit. ü wissen um die Berücksichtigung von Heterogenität im Planungs- und Handlungskontext und reflektieren eigenes pädagogisches Handeln vor diesem Hintergrund. ü erkennen die Vorteile des Arbeitens im Setting professioneller Lerngemeinschaften. Lehr- und,1596,False,,
PH Tirol.pdf,38,Code 2.2: Inklusion & Partizipation,inklusiv,"hr- und Lernprozessen Lernergebnisse/Kompetenzen Die Studierenden dieses Moduls … ü erkennen das Berufsfeld in seiner Vielfalt. ü planen, gestalten, dokumentieren und reflektieren Bildungsprozesse in inklusiven Kontexten. ü nutzen den Bundesländerübergreifenden BildungsRahmenPlan und seine aufbauenden Anteile als Grundlage für pädagogische Planungen und Reflexionen. ü kennen den Religionspädagogischen Bil",1280,False,,
PH Tirol.pdf,38,Code 2.2: Inklusion & Partizipation,Partizipation,"turellen Unterschiede und Gemeinsamkeiten im Planungskontext von Bildungsprozessen ü Nutzen der Heterogenität des Teams im Rahmen von professionellen Lerngemeinschaften ü Möglichkeiten barrierefreier Partizipation an Lehr- und Lernprozessen Lernergebnisse/Kompetenzen Die Studierenden dieses Moduls … ü erkennen das Berufsfeld in seiner Vielfalt. ü planen, gestalten, dokumentieren und reflektieren Bildungsprozes",1061,False,,
PH Tirol.pdf,38,Code 2.2: Inklusion & Partizipation,barrierefrei,"ialen und strukturellen Unterschiede und Gemeinsamkeiten im Planungskontext von Bildungsprozessen ü Nutzen der Heterogenität des Teams im Rahmen von professionellen Lerngemeinschaften ü Möglichkeiten barrierefreier Partizipation an Lehr- und Lernprozessen Lernergebnisse/Kompetenzen Die Studierenden dieses Moduls … ü erkennen das Berufsfeld in seiner Vielfalt. ü planen, gestalten, dokumentieren und reflektiere",1046,False,,
PH Tirol.pdf,38,Code 2.4: Abbau von Benachteiligung & Diskriminierung,Zugang,"en Modultitel PPS01 PPS 1: Heterogenität – Vielfalt als Chance Kategorie:    Pflichtmodul Wahlpflichtmodul Wahlmodul ECTS-AP SWS Semester ☒ ja ☐ nein ☐ ja ☒ nein ☐ ja ☒ nein 5,00  2 1 Sprache Deutsch Zugangsvoraussetzungen Keine Bildungsinhalte ü Hospitation, Planung und Gestaltung von Lern- und Lehrprozessen, theoriegeleitete Reflexion und Dokumentation von elementarpädagogischen Bildungsprozessen ü Bi",413,False,,
PH Tirol.pdf,38,Code 2.4: Abbau von Benachteiligung & Diskriminierung,strukturell,"pien und Bildungsbereiche ü Aktuelle Grundlagendokumente der jeweiligen Bundesländer ü Schriftliche Bildungs- und Arbeitsdokumente als Planungsgrundlage ü Einbeziehung der individuellen, sozialen und strukturellen Unterschiede und Gemeinsamkeiten im Planungskontext von Bildungsprozessen ü Nutzen der Heterogenität des Teams im Rahmen von professionellen Lerngemeinschaften ü Möglichkeiten barrierefreier Partiz",856,False,,
PH Tirol.pdf,39,Code 2.1: Diversität & Heterogenität,kulturell,"rschung und sind in der Lage, qualitative und quantitative Studien der Kindheitsforschung im Blick auf deren Praxisrelevanz zu interpretieren. ü begreifen Kindheit als Lebensphase sowie als soziales, kulturelles und gesellschaftliches Konstrukt, sehen Kinder als Ko-Konstrukteure sowie Akteure im Denken, Handeln sowie Lernen und bringen dies in Verbindung mit Bildungstheorien. ü verfügen über Grundkenntniss",1503,False,,
PH Tirol.pdf,39,Code 2.4: Abbau von Benachteiligung & Diskriminierung,Zugang,"el BSW03 Interdisziplinäre Perspektiven der Kindheitsforschung Kategorie:    Pflichtmodul Wahlpflichtmodul Wahlmodul ECTS-AP SWS Semester ☒ ja ☐ nein ☐ ja ☒ nein ☐ ja ☒ nein 5,00  3 2 Sprache Deutsch Zugangsvoraussetzungen Keine Bildungsinhalte ü Kindheitsforschung im Wandel: historische Entwicklung und Ausblick, interdisziplinäre Perspektiven, Theorien und Methodologien der Kindheitsforschung ü Lernthe",423,False,,
PH Tirol.pdf,40,Code 2.4: Abbau von Benachteiligung & Diskriminierung,Zugang,"1.0 Kurzzeichen Modultitel BSW04 Wissenschaftliches Arbeiten I Kategorie:    Pflichtmodul Wahlpflichtmodul Wahlmodul ECTS-AP SWS Semester ☒ ja ☐ nein ☐ ja ☒ nein ☐ ja ☒ nein 5,00 3 2 Sprache Deutsch Zugangsvoraussetzungen Keine Bildungsinhalte ü Grundlagen wissenschaftlichen Arbeitens: Literaturrecherche, Zitation, Aufbau eines wissenschaftlichen Textes ü Methoden der Bildungs- und Sozialforschung ü Pr",398,False,,
PH Tirol.pdf,41,Code 2.2: Inklusion & Partizipation,inklusiv,"ntwickeln daraus Folgerungen für die Praxis. ü wissen um aktuelle Themen und Diskurse in der Elementarpädagogik in Österreich und dessen Nachbarländern. ü entwickeln Ideen und Konzepte zur Gestaltung inklusiver Innen- und Außenräume nach  ästhetischen-, ökologischen- und spielpädagogischen Gesichtspunkten. ü können Konzepte für die eigene Einrichtung unter Berücksichtigung partizipationsorientierter Metho",1575,False,,
PH Tirol.pdf,41,Code 2.2: Inklusion & Partizipation,Partizipation,"n und Erwartungen an elementarpädagogische Bildungseinrichtungen national und international ü Theoretische Positionen zur Raumgestaltung und Raumwirkung – innen und außen ü Methoden und Arbeitsformen partizipationsorientierter Bildungsarbeit im Kindergarten wie z.B. Atelierarbeit, (Lern-)Werkstatt, offene Arbeit Lernergebnisse/Kompetenzen Die Studierenden dieses Moduls … ü verfügen über vertiefte Kenntnisse in",995,False,,
PH Tirol.pdf,41,Code 2.2: Inklusion & Partizipation,Partizipation,"Konzepte zur Gestaltung inklusiver Innen- und Außenräume nach  ästhetischen-, ökologischen- und spielpädagogischen Gesichtspunkten. ü können Konzepte für die eigene Einrichtung unter Berücksichtigung partizipationsorientierter Methoden und Arbeitsformen entwickeln. ü sind in der Lage, Bildungsprojekte auf Basis der theoretischen Grundlagen zu Projektarbeit und Projektmanagement zu planen. Lehr- und Lernmethode",1751,False,,
PH Tirol.pdf,41,Code 2.4: Abbau von Benachteiligung & Diskriminierung,Zugang,"en Modultitel EPD03 Elementarpädagogische Modelle und Konzepte Kategorie:    Pflichtmodul Wahlpflichtmodul Wahlmodul ECTS-AP SWS Semester ☒ ja ☐ nein ☐ ja ☒ nein ☐ ja ☒ nein 5,00  3 2 Sprache Deutsch Zugangsvoraussetzungen Keine Bildungsinhalte ü Historische Entwicklung der elementaren Bildungseinrichtungen in Österreich und im internationalen Vergleich ü Vertiefte Auseinandersetzung mit reformpädagogis",412,False,,
PH Tirol.pdf,42,Code 2.4: Abbau von Benachteiligung & Diskriminierung,Zugang,"D04 Institutionelle Bildung und Betreuung von unter 3-Jährigen Kategorie:    Pflichtmodul Wahlpflichtmodul Wahlmodul ECTS-AP SWS Semester ☒ ja ☐ nein ☐ ja ☒ nein ☐ ja ☒ nein 5,00  3 2 Sprache Deutsch Zugangsvoraussetzungen Keine Bildungsinhalte ü Entwicklungs- und Lernprozesse bei 0-3-Jährigen ü Konzepte alltagsintegrierter Sprachförderung und Formen der Weltaneignung durch Musik, Bewegung und ästhetisc",428,False,,
PH Tirol.pdf,42,Code 2.6: Sprachliche Bildung & Mehrsprachigkeit,Sprachförderung,"WS Semester ☒ ja ☐ nein ☐ ja ☒ nein ☐ ja ☒ nein 5,00  3 2 Sprache Deutsch Zugangsvoraussetzungen Keine Bildungsinhalte ü Entwicklungs- und Lernprozesse bei 0-3-Jährigen ü Konzepte alltagsintegrierter Sprachförderung und Formen der Weltaneignung durch Musik, Bewegung und ästhetisches Handeln ü Grundlagen der Kleinkindpädagogik nach Emmi Pikler sowie das Spiel als Handlungsraum und Handlungsmotiv ü Transition, Bin",554,False,,
PH Tirol.pdf,43,Code 2.4: Abbau von Benachteiligung & Diskriminierung,Zugang,"Version: 1.0 Kurzzeichen Modultitel PL02 Pädagogische Qualität Kategorie:    Pflichtmodul Wahlpflichtmodul Wahlmodul ECTS-AP SWS Semester ☒ ja ☐ nein ☐ ja ☒ nein ☐ ja ☒ nein 5,00  2 2 Sprache Deutsch Zugangsvoraussetzungen Keine Bildungsinhalte ü Systematische Qualitätsentwicklung und Qualitätssicherung als Maßnahme zum Qualitätsmanagement ü Wissenschaftliche Diskurse und Kriterien zu Qualität in der Pä",390,False,,
PH Tirol.pdf,43,Code 2.7: Professionelle Haltung & Ethik,Haltung,"ualitätsentwicklung und -sicherung in Bildungseinrichtungen, Strukturprinzipien des Qualitätsmanagements wie z.B. Prozessorientierung und Führungsverantwortung ü Konzeptentwicklung, welche die eigene Haltung und das professionsspezifische Wissen mit theoretischen Modellen zusammenbringt und reflektiert Lernergebnisse/Kompetenzen Die Studierenden dieses Moduls … ü kennen relevante Kriterien im Rahmen des",1032,False,,
PH Tirol.pdf,44,Code 2.3: Individuelle Förderung & Differenzierung,Stärkenorientierung,"– Frühe Bildung   
  PHT – PHV – KPH Edith Stein 29.06.2021  43   Modulbeschreibung Bachelorstudium Elementarpädagogik – Frühe Bildung Version: 1.0 Kurzzeichen Modultitel PPS02 PPS 2: Ressourcen- und Stärkenorientierung Kategorie:    Pflichtmodul Wahlpflichtmodul Wahlmodul ECTS-AP SWS Semester ☒ ja ☐ nein ☐ ja ☒ nein ☐ ja ☒ nein 5,00  2 2 Sprache Deutsch Zugangsvoraussetzungen Keine Bildungsinhalte ü Hospitation, Pl",255,False,,
PH Tirol.pdf,44,Code 2.3: Individuelle Förderung & Differenzierung,Stärkenorientierung,"itsdokumente als Planungs- und Vergleichsgrundlage ü Bildungspläne und Programmatiken ü Kompetenzorientierung in der elementarpädagogischen Bildung ü Berücksichtigung von Konzepten zu Ressourcen- und Stärkenorientierung bei der pädagogischen Planung ü Ressourcenorientierte Wahrnehmung der Kompetenzen der Kinder Lernergebnisse/Kompetenzen Die Studierenden dieses Moduls … ü konstruieren, gestalten und analysieren Bild",801,False,,
PH Tirol.pdf,44,Code 2.3: Individuelle Förderung & Differenzierung,Stärkenorientierung,"verstehen Planungen als Teil eines Prozesses, indem sowohl auf das soziale Gefüge als auch auf die individuelle Ebene Bedacht genommen wird. ü wissen um die Bedeutung von Konzepten zu Ressourcen- und Stärkenorientierung. ü planen unterschiedliche persönlichkeitsstärkende Methoden in der Bildungsarbeit ein und setzen diese adäquat um. ü wissen um Verfahren zum Erkennen von Entwicklungsständen, (Lern-)Potentialen, (Le",1284,False,,
PH Tirol.pdf,44,Code 2.3: Individuelle Förderung & Differenzierung,Stärkenorientierung,"en, (Lern-)Potentialen, (Lern-) Hindernissen und Entwicklungsfortschritten bei Kindern von 0-6 Jahren. ü reflektieren vielfältige Lernarrangements unter Einbeziehung von Konzepten der Ressourcen- und Stärkenorientierung. Lehr- und Lernmethoden Vortrag, seminaristisches und/oder interaktives Arbeiten, personalisiertes Lernen sowie Blended Learning (Fernstudienanteil) Leistungsnachweise:  z.B. Lehrveranstaltungsprüfun",1676,False,,
